Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;;
02/05/2004;15.00.00;1,5;1047;-200;7,0;859;92;948;84;1538;677;23,9;34,3;1,0020;;
02/05/2004;16.00.00;1,1;1018;-200;5,5;790;69;1047;67;1443;580;25,9;28,1;0,9258;;
02/05/2004;17.00.00;1,9;1160;-200;9,5;957;131;884;106;1637;861;24,5;32,3;0,9815;;
02/05/2004;18.00.00;2,3;1269;-200;11,9;1047;144;809;114;1721;1080;22,6;39,3;1,0600;;
02/05/2004;19.00.00;3,3;1394;-200;13,8;1111;209;736;123;1853;1288;21,2;47,5;1,1828;;
02/05/2004;20.00.00;2,6;1292;-200;10,7;1003;170;789;108;1753;1163;19,9;54,9;1,2632;;
02/05/2004;21.00.00;2,2;1212;-200;9,7;966;152;840;100;1691;1043;19,4;52,1;1,1642;;
02/05/2004;22.00.00;2,3;1137;-200;10,2;985;171;858;118;1607;1045;19,4;42,6;0,9485;;
02/05/2004;23.00.00;2;1080;-200;8,3;910;153;923;121;1548;929;19,1;44,1;0,9660;;
03/05/2004;00.00.00;1,6;1031;-200;7,1;861;97;903;94;1534;825;18,0;49,3;1,0086;;
03/05/2004;01.00.00;0,8;917;-200;3,0;654;37;1169;52;1414;545;17,6;54,6;1,0918;;
03/05/2004;02.00.00;0,6;888;-200;2,2;598;26;1228;39;1397;500;16,4;62,1;1,1493;;
03/05/2004;03.00.00;0,4;872;-200;1,7;564;-200;1284;-200;1385;494;15,6;65,3;1,1484;;
03/05/2004;04.00.00;-200;876;-200;1,5;547;25;1256;33;1351;505;16,0;61,4;1,1043;;
03/05/2004;05.00.00;0,7;964;-200;3,7;697;61;1067;57;1516;717;15,8;64,3;1,1416;;
03/05/2004;06.00.00;1,3;1147;-200;8,2;906;152;815;80;1687;1126;16,0;65,8;1,1844;;
03/05/2004;07.00.00;3,4;1493;-200;21,1;1328;283;577;101;2193;1597;16,8;62,5;1,1869;;
03/05/2004;08.00.00;4,7;1597;-200;26,5;1466;320;518;109;2400;1687;16,9;66,1;1,2613;;
03/05/2004;09.00.00;3,4;1483;-200;17,4;1222;318;597;109;2054;1529;17,4;68,9;1,3557;;
03/05/2004;10.00.00;2,5;1222;-200;12,9;1080;201;742;111;1755;1366;21,4;45,0;1,1291;;
03/05/2004;11.00.00;2;1060;-200;10,9;1010;135;858;102;1623;1074;23,9;30,7;0,9002;;
03/05/2004;12.00.00;1,9;1048;-200;11,0;1013;127;886;96;1584;940;26,8;25,2;0,8721;;
03/05/2004;13.00.00;1,7;1051;-200;10,8;1008;102;911;90;1561;921;28,4;23,6;0,8983;;
03/05/2004;14.00.00;1,4;998;-200;10,0;977;74;947;69;1496;695;30,3;20,1;0,8539;;
03/05/2004;15.00.00;1,5;1058;-200;11,2;1023;81;896;74;1580;795;30,9;19,7;0,8649;;
03/05/2004;16.00.00;2,4;1203;-200;16,8;1204;129;790;102;1744;1079;30,2;20,5;0,8672;;
03/05/2004;17.00.00;3,9;1491;-200;23,6;1392;190;630;128;2149;1473;26,4;34,6;1,1724;;
03/05/2004;18.00.00;4,2;1467;-200;23,3;1385;192;623;130;2084;1493;24,9;39,4;1,2268;;
03/05/2004;19.00.00;3,7;1407;-200;19,4;1279;163;660;120;2009;1308;23,5;43,7;1,2484;;
03/05/2004;20.00.00;3,2;1324;-200;13,1;1086;149;692;113;1903;1189;19,3;63,1;1,4028;;
03/05/2004;21.00.00;2;1214;-200;9,8;970;119;777;100;1771;1076;18,7;64,6;1,3836;;
03/05/2004;22.00.00;1,1;1016;-200;5,3;780;61;967;70;1566;806;19,5;57,1;1,2806;;
03/05/2004;23.00.00;1,5;1135;-200;6,7;842;84;872;83;1653;973;18,9;62,5;1,3521;;
04/05/2004;00.00.00;1,3;1065;-200;5,5;789;79;936;81;1620;929;18,4;65,8;1,3802;;
04/05/2004;01.00.00;1;999;-200;3,7;692;58;1038;69;1588;778;16,4;79,2;1,4681;;
04/05/2004;02.00.00;0,6;911;-200;2,2;599;32;1189;48;1517;633;16,1;80,0;1,4562;;
04/05/2004;03.00.00;0,4;873;-200;1,5;545;-200;1308;-200;1471;497;15,6;81,0;1,4302;;
04/05/2004;04.00.00;-200;881;-200;1,5;546;21;1335;28;1465;458;15,6;81,0;1,4216;;
04/05/2004;05.00.00;0,6;967;-200;2,9;646;49;1117;47;1552;579;15,7;80,5;1,4236;;
04/05/2004;06.00.00;1,9;1280;-200;9,9;976;180;780;88;1912;1003;16,0;80,8;1,4602;;
04/05/2004;07.00.00;4,5;1564;-200;23,0;1379;302;552;109;2306;1393;16,6;78,0;1,4572;;
04/05/2004;08.00.00;4,3;1505;-200;22,3;1358;258;556;113;2248;1406;16,1;79,2;1,4398;;
04/05/2004;09.00.00;3,2;1309;-200;16,2;1186;192;649;104;1973;1308;17,7;70,8;1,4171;;
04/05/2004;10.00.00;1,3;1035;-200;7,9;895;84;898;65;1657;863;20,3;54,8;1,2867;;
04/05/2004;11.00.00;2,2;1148;-200;12,4;1062;128;753;87;1825;1004;21,2;49,3;1,2271;;
04/05/2004;12.00.00;2,6;1152;-200;13,6;1104;145;725;99;1860;1023;21,5;47,9;1,2178;;
04/05/2004;13.00.00;2,3;1131;-200;12,3;1059;132;772;100;1784;978;21,4;47,7;1,2047;;
04/05/2004;14.00.00;2,4;1142;-200;12,1;1053;136;753;105;1814;979;20,4;54,0;1,2757;;
04/05/2004;15.00.00;2,6;1197;-200;12,9;1082;140;753;97;1851;971;19,9;57,1;1,3158;;
04/05/2004;16.00.00;1,2;960;-200;6,3;828;55;971;54;1565;617;19,9;55,2;1,2701;;
04/05/2004;17.00.00;1,6;1077;-200;10,6;1001;67;836;59;1764;717;19,5;55,7;1,2512;;
04/05/2004;18.00.00;3,9;1377;-200;20,6;1313;191;612;109;2120;1220;18,3;62,8;1,3127;;
04/05/2004;19.00.00;4,7;1405;-200;22,1;1353;227;602;125;2185;1296;17,2;68,3;1,3289;;
04/05/2004;20.00.00;5,4;1484;-200;20,8;1319;264;591;132;2166;1413;16,1;75,2;1,3654;;
04/05/2004;21.00.00;3;1187;-200;11,8;1042;196;766;110;1840;1093;16,6;70,8;1,3253;;
04/05/2004;22.00.00;0,9;870;-200;4,3;729;43;1096;53;1475;586;18,5;56,0;1,1810;;
04/05/2004;23.00.00;1,1;932;-200;5,0;765;58;1054;61;1543;575;17,3;59,5;1,1667;;
05/05/2004;00.00.00;0,7;830;-200;2,3;608;33;1282;41;1370;441;18,6;52,3;1,1121;;
05/05/2004;01.00.00;0,5;778;-200;1,4;534;14;1480;22;1294;358;19,0;49,8;1,0831;;
05/05/2004;02.00.00;0,5;820;-200;1,5;541;18;1450;28;1360;377;15,7;64,5;1,1400;;
05/05/2004;03.00.00;0,5;842;-200;1,8;565;-200;1327;-200;1399;437;15,5;66,9;1,1691;;
05/05/2004;04.00.00;-200;867;-200;2,1;589;28;1267;41;1439;468;14,7;74,1;1,2302;;
05/05/2004;05.00.00;0,8;927;-200;3,5;682;56;1109;54;1526;580;14,6;77,1;1,2727;;
05/05/2004;06.00.00;1,3;1060;-200;6,9;851;108;912;81;1673;805;14,5;78,3;1,2851;;
05/05/2004;07.00.00;3,5;1440;-200;19,1;1271;251;630;107;2163;1273;15,1;76,8;1,3061;;
05/05/2004;08.00.00;-200;1449;-200;22,0;1350;-200;571;-200;2264;1452;16,4;70,8;1,3088;;
05/05/2004;09.00.00;3,9;1384;-200;18,9;1265;255;620;124;2143;1307;16,4;72,4;1,3379;;
05/05/2004;10.00.00;2,9;1172;-200;13,0;1085;214;737;123;1876;1102;16,3;68,6;1,2657;;
05/05/2004;11.00.00;2,6;1143;-200;13,0;1083;190;735;120;1887;1083;17,2;62,9;1,2228;;
05/05/2004;12.00.00;3;1167;-200;14,5;1134;182;709;113;1920;1083;17,4;61,1;1,2060;;
05/05/2004;13.00.00;3,7;1303;-200;19,7;1288;202;618;114;2116;1236;16,8;66,8;1,2691;;
05/05/2004;14.00.00;3,9;1264;-200;19,4;1279;224;631;120;2049;1223;17,3;62,6;1,2260;;
05/05/2004;15.00.00;3,5;1242;-200;16,4;1193;221;684;125;1945;1175;17,5;60,8;1,2029;;
05/05/2004;16.00.00;2,4;1070;-200;11,2;1022;126;824;88;1740;933;17,5;59,2;1,1725;;
05/05/2004;17.00.00;1,6;981;-200;10,0;978;79;857;72;1682;835;17,7;56,9;1,1392;;
05/05/2004;18.00.00;3;1198;-200;14,6;1136;137;717;103;1870;1291;17,1;61,5;1,1873;;
05/05/2004;19.00.00;1,6;1000;-200;8,5;918;68;881;67;1661;802;17,5;63,9;1,2667;;
05/05/2004;20.00.00;2,1;1110;-200;9,2;949;96;850;79;1733;842;15,9;70,7;1,2672;;
05/05/2004;21.00.00;1,8;1023;-200;6,9;854;111;918;89;1637;744;15,1;75,1;1,2799;;
05/05/2004;22.00.00;1,1;861;-200;3,7;695;56;1130;67;1438;500;13,9;72,5;1,1502;;
05/05/2004;23.00.00;1,5;969;-200;4,9;760;81;1059;83;1518;560;12,0;79,8;1,1175;;
06/05/2004;00.00.00;1,4;898;-200;4,6;741;79;1085;76;1468;589;12,5;75,8;1,0938;;
06/05/2004;01.00.00;0,9;835;-200;3,4;674;46;1201;58;1416;488;12,0;75,0;1,0499;;
06/05/2004;02.00.00;0,5;766;-200;1,2;523;19;1534;30;1310;387;12,6;72,2;1,0503;;
06/05/2004;03.00.00;0,4;743;-200;1,0;502;-200;1635;-200;1292;355;12,7;71,6;1,0486;;
06/05/2004;04.00.00;-200;758;-200;1,2;517;15;1625;22;1294;351;13,1;67,1;1,0079;;
06/05/2004;05.00.00;0,6;804;-200;2,3;604;48;1366;50;1357;420;13,2;64,6;0,9774;;
06/05/2004;06.00.00;1,3;948;-200;6,1;817;128;1048;92;1546;695;13,1;65,6;0,9815;;
06/05/2004;07.00.00;2,9;1204;-200;16,8;1205;193;729;101;1984;1139;14,7;58,5;0,9688;;
06/05/2004;08.00.00;3,6;1231;-200;20,3;1304;203;652;121;2029;1315;15,9;53,1;0,9529;;
06/05/2004;09.00.00;3,4;1176;-200;16,4;1191;220;705;130;1836;1217;17,9;46,1;0,9388;;
06/05/2004;10.00.00;2,5;1043;-200;12,5;1066;161;789;114;1692;1014;20,2;37,7;0,8833;;
06/05/2004;11.00.00;2,1;992;-200;9,8;970;135;869;100;1624;884;18,5;42,8;0,9026;;
06/05/2004;12.00.00;1,1;885;-200;5,2;772;57;1035;56;1450;524;13,0;64,3;0,9586;;
06/05/2004;13.00.00;1,8;991;-200;8,9;937;91;874;75;1581;644;15,1;54,5;0,9309;;
06/05/2004;14.00.00;3;1182;-200;14,1;1119;219;733;121;1831;1032;13,6;65,5;1,0184;;
06/05/2004;15.00.00;3,1;1191;-200;12,7;1074;239;741;128;1816;1038;12,3;78,3;1,1154;;
06/05/2004;16.00.00;3,6;1272;-200;14,6;1136;209;730;139;1869;1077;12,7;74,2;1,0863;;
06/05/2004;17.00.00;3,3;1138;-200;12,4;1063;169;804;122;1728;983;14,4;64,2;1,0490;;
06/05/2004;18.00.00;1,8;1008;-200;9,4;954;92;892;92;1626;834;15,6;58,3;1,0266;;
06/05/2004;19.00.00;2,1;1075;-200;11,0;1015;107;824;97;1722;949;15,0;61,4;1,0385;;
06/05/2004;20.00.00;2,2;1034;-200;8,9;935;122;870;98;1605;941;13,7;65,8;1,0254;;
06/05/2004;21.00.00;1,6;934;-200;6,6;841;100;973;93;1497;756;12,3;66,4;0,9440;;
06/05/2004;22.00.00;0,9;883;-200;3,9;705;51;1133;65;1422;655;15,4;58,8;1,0215;;
06/05/2004;23.00.00;1,8;1021;-200;7,3;871;93;938;81;1586;805;14,1;64,9;1,0405;;
07/05/2004;00.00.00;2,3;1059;-200;8,2;907;145;879;102;1579;970;13,8;64,7;1,0168;;
07/05/2004;01.00.00;2;1023;-200;7,5;878;106;896;91;1568;969;13,5;67,8;1,0420;;
07/05/2004;02.00.00;0,9;855;-200;3,3;669;46;1160;56;1427;671;13,7;69,4;1,0794;;
07/05/2004;03.00.00;0,6;826;-200;2,4;616;-200;1227;-200;1384;575;13,9;67,7;1,0712;;
07/05/2004;04.00.00;-200;831;-200;2,2;602;32;1269;41;1386;535;14,0;67,8;1,0787;;
07/05/2004;05.00.00;0,7;817;-200;2,8;639;51;1260;48;1364;489;14,6;61,1;1,0075;;
07/05/2004;06.00.00;1,5;972;-200;7,5;880;89;964;72;1590;689;14,3;60,5;0,9847;;
07/05/2004;07.00.00;3,7;1200;-200;19,8;1290;214;657;106;2014;1196;14,9;56,9;0,9582;;
07/05/2004;08.00.00;4,2;1234;-200;22,1;1355;196;621;107;2095;1266;16,4;50,2;0,9286;;
07/05/2004;09.00.00;3,4;1164;-200;15,0;1148;224;741;127;1824;1130;16,0;50,9;0,9211;;
07/05/2004;10.00.00;2,4;976;-200;9,3;952;174;878;114;1582;834;18,6;42,8;0,9091;;
07/05/2004;11.00.00;1,3;844;-200;6,3;825;90;1027;101;1405;536;19,7;33,7;0,7646;;
07/05/2004;12.00.00;1,5;851;-200;8,2;906;89;989;95;1418;545;21,2;27,7;0,6864;;
07/05/2004;13.00.00;2,2;926;-200;10,9;1010;132;904;110;1526;720;19,7;28,5;0,6445;;
07/05/2004;14.00.00;1,8;890;-200;9,3;950;114;940;101;1460;655;19,8;29,7;0,6780;;
07/05/2004;15.00.00;1,9;921;-200;8,4;914;107;937;106;1481;614;19,2;35,6;0,7856;;
07/05/2004;16.00.00;2,3;1052;-200;9,4;956;140;869;116;1600;725;14,2;60,5;0,9765;;
07/05/2004;17.00.00;3,6;1247;-200;17,9;1238;187;691;124;1948;1036;12,9;69,1;1,0249;;
07/05/2004;18.00.00;4,3;1205;-200;17,4;1222;222;684;133;1911;1127;12,7;70,4;1,0294;;
07/05/2004;19.00.00;2,2;1016;-200;10,5;995;117;857;96;1642;854;13,9;62,7;0,9905;;
07/05/2004;20.00.00;1,5;984;-200;7,5;879;89;940;85;1527;792;13,9;62,9;0,9948;;
07/05/2004;21.00.00;2;1041;-200;8,0;898;130;922;97;1595;891;13,4;65,2;0,9996;;
07/05/2004;22.00.00;2;1027;-200;7,7;887;133;927;97;1568;876;13,4;64,6;0,9864;;
07/05/2004;23.00.00;2,1;1025;-200;7,3;869;144;954;101;1531;851;13,3;63,6;0,9677;;
08/05/2004;00.00.00;1,5;984;-200;6,4;829;99;1003;85;1516;787;13,3;61,8;0,9433;;
08/05/2004;01.00.00;2,2;969;-200;5,6;791;102;1084;80;1446;711;13,6;59,7;0,9271;;
08/05/2004;02.00.00;0,5;758;-200;1,5;546;27;1483;33;1252;396;14,6;53,3;0,8807;;
08/05/2004;03.00.00;-200;767;-200;1,5;547;-200;1482;-200;1239;375;14,3;51,7;0,8412;;
08/05/2004;04.00.00;-200;772;-200;1,2;518;-200;1544;-200;1202;343;10,9;67,5;0,8785;;
08/05/2004;05.00.00;-200;831;-200;1,6;557;-200;1480;-200;1257;401;7,4;85,2;0,8808;;
08/05/2004;06.00.00;-200;871;-200;2,6;628;-200;1243;-200;1329;518;8,7;81,5;0,9190;;
08/05/2004;07.00.00;-200;995;-200;5,9;808;-200;1028;-200;1479;685;10,3;75,6;0,9458;;
08/05/2004;08.00.00;-200;1093;-200;8,5;918;-200;857;-200;1589;939;11,0;75,0;0,9821;;
08/05/2004;09.00.00;-200;1079;-200;7,7;885;-200;884;-200;1588;974;13,6;66,1;1,0236;;
08/05/2004;10.00.00;-200;1084;-200;6,9;852;-200;910;-200;1575;959;14,7;63,1;1,0488;;
08/05/2004;11.00.00;-200;1204;-200;10,1;982;-200;791;-200;1739;1067;13,8;72,3;1,1361;;
08/05/2004;12.00.00;-200;1213;-200;11,1;1018;-200;760;-200;1778;1061;13,3;76,8;1,1703;;
08/05/2004;13.00.00;-200;1124;-200;9,2;949;-200;827;-200;1671;1008;16,2;60,0;1,0937;;
08/05/2004;14.00.00;-200;945;-200;4,3;726;-200;1053;-200;1432;637;16,3;55,3;1,0146;;
08/05/2004;15.00.00;-200;964;-200;6,5;833;-200;1003;-200;1489;647;20,0;40,4;0,9354;;
08/05/2004;16.00.00;-200;903;-200;5,4;786;-200;1073;-200;1375;523;19,8;35,4;0,8099;;
08/05/2004;17.00.00;-200;918;-200;7,1;863;-200;992;-200;1408;539;19,8;33,6;0,7670;;
08/05/2004;18.00.00;-200;1028;-200;9,5;961;-200;913;-200;1502;649;17,8;38,5;0,7763;;
08/05/2004;19.00.00;-200;1175;-200;17,0;1209;-200;720;-200;1829;1071;16,7;44,6;0,8393;;
08/05/2004;20.00.00;-200;1215;-200;15,4;1161;-200;714;-200;1802;1237;15,1;51,8;0,8816;;
08/05/2004;21.00.00;-200;1072;-200;9,9;976;-200;835;-200;1603;1018;14,1;56,2;0,9028;;
08/05/2004;22.00.00;-200;1070;-200;9,3;952;-200;858;-200;1573;966;13,8;58,3;0,9147;;
08/05/2004;23.00.00;-200;1021;-200;6,9;853;-200;979;-200;1457;901;13,7;59,7;0,9285;;
09/05/2004;00.00.00;-200;1063;-200;7,1;859;-200;952;-200;1519;949;13,7;60,3;0,9405;;
09/05/2004;01.00.00;-200;1068;-200;9,0;938;-200;862;-200;1575;1057;12,7;64,9;0,9506;;
09/05/2004;02.00.00;-200;993;-200;8,3;913;-200;879;-200;1601;989;12,6;65,4;0,9529;;
09/05/2004;03.00.00;-200;1034;-200;8,7;928;-200;848;-200;1619;1005;12,1;68,6;0,9640;;
09/05/2004;04.00.00;-200;1025;-200;8,4;914;-200;856;-200;1605;1003;12,3;68,0;0,9722;;
09/05/2004;05.00.00;-200;1036;-200;8,1;902;-200;825;-200;1558;1087;11,9;71,1;0,9899;;
09/05/2004;06.00.00;-200;924;-200;5,2;774;-200;987;-200;1460;909;11,3;73,8;0,9848;;
09/05/2004;07.00.00;-200;922;-200;4,5;737;-200;1050;-200;1414;882;13,1;62,6;0,9419;;
09/05/2004;08.00.00;-200;830;-200;2,6;625;-200;1266;-200;1303;568;16,8;46,8;0,8881;;
09/05/2004;09.00.00;-200;947;-200;4,8;752;-200;1068;-200;1434;620;17,9;44,8;0,9104;;
09/05/2004;10.00.00;-200;977;-200;4,5;737;-200;1025;-200;1450;686;17,8;49,5;0,9986;;
09/05/2004;11.00.00;-200;1025;-200;4,9;761;-200;1008;-200;1476;700;18,8;46,4;0,9968;;
09/05/2004;12.00.00;-200;1040;-200;5,8;804;-200;940;-200;1502;780;19,3;44,0;0,9783;;
09/05/2004;13.00.00;-200;1013;-200;4,1;718;-200;1041;-200;1492;558;14,7;68,4;1,1405;;
09/05/2004;14.00.00;-200;1035;-200;4,8;755;-200;997;-200;1521;608;15,6;65,8;1,1577;;
09/05/2004;15.00.00;-200;1086;-200;7,0;859;-200;892;-200;1595;754;17,7;54,0;1,0826;;
09/05/2004;16.00.00;-200;967;-200;4,8;753;-200;1048;-200;1420;544;17,8;46,7;0,9466;;
09/05/2004;17.00.00;-200;968;-200;5,4;785;-200;1011;-200;1446;550;17,8;44,4;0,8967;;
09/05/2004;18.00.00;-200;1004;-200;6,3;827;-200;972;-200;1465;627;17,8;44,3;0,8929;;
09/05/2004;19.00.00;-200;1132;-200;10,1;981;-200;850;-200;1614;877;16,4;47,8;0,8851;;
09/05/2004;20.00.00;-200;1121;-200;10,2;985;-200;833;-200;1625;981;15,6;51,6;0,9063;;
09/05/2004;21.00.00;-200;1068;-200;8,4;917;-200;889;-200;1570;832;14,9;55,0;0,9228;;
09/05/2004;22.00.00;-200;1123;-200;8,9;937;-200;866;-200;1606;941;13,8;59,8;0,9398;;
09/05/2004;23.00.00;-200;1101;-200;8,8;933;-200;845;-200;1600;1022;13,8;62,1;0,9721;;
10/05/2004;00.00.00;-200;997;-200;6,5;835;-200;951;-200;1501;888;13,9;61,1;0,9656;;
10/05/2004;01.00.00;-200;875;-200;3,0;654;-200;1172;-200;1375;683;14,9;57,6;0,9684;;
10/05/2004;02.00.00;-200;815;-200;1,8;569;-200;1361;-200;1344;534;14,4;60,1;0,9797;;
10/05/2004;03.00.00;-200;803;-200;1,3;531;-200;1462;-200;1318;489;13,8;63,2;0,9952;;
10/05/2004;04.00.00;-200;829;-200;1,8;570;-200;1304;-200;1357;562;14,2;62,9;1,0136;;
10/05/2004;05.00.00;-200;867;-200;2,6;625;-200;1213;-200;1385;652;14,0;63,8;1,0167;;
10/05/2004;06.00.00;-200;1118;-200;9,8;970;-200;837;-200;1705;1019;13,4;67,4;1,0292;;
10/05/2004;07.00.00;-200;1632;-200;31,5;1587;-200;523;-200;2459;1678;14,7;62,3;1,0351;;
10/05/2004;08.00.00;-200;1598;-200;35,2;1668;-200;490;-200;2617;1749;16,0;57,3;1,0342;;
10/05/2004;09.00.00;4,4;1378;-200;20,2;1303;257;633;117;2051;1494;17,8;51,1;1,0362;;
10/05/2004;10.00.00;2,5;1132;-200;13,4;1096;178;731;107;1808;1186;20,0;45,0;1,0379;;
10/05/2004;11.00.00;2,1;1108;-200;11,7;1040;145;767;95;1748;1051;20,3;44,1;1,0392;;
10/05/2004;12.00.00;2,4;1131;-200;13,4;1097;137;735;93;1797;1027;20,7;42,4;1,0248;;
10/05/2004;13.00.00;2,2;1105;-200;12,9;1080;139;751;104;1758;981;20,8;40,6;0,9888;;
10/05/2004;14.00.00;2,2;1120;-200;13,4;1096;130;753;102;1767;976;21,5;39,7;1,0042;;
10/05/2004;15.00.00;2,3;1100;-200;13,7;1108;148;800;109;1731;932;25,0;30,1;0,9394;;
10/05/2004;16.00.00;2,1;1098;-200;14,2;1124;120;810;97;1716;871;25,2;29,7;0,9371;;
10/05/2004;17.00.00;2,5;1137;-200;17,8;1234;132;749;104;1824;990;23,4;32,0;0,9100;;
10/05/2004;18.00.00;3,6;1267;-200;22,0;1352;188;651;124;1961;1196;21,0;37,8;0,9298;;
10/05/2004;19.00.00;4;1319;-200;24,4;1413;204;597;135;2050;1329;19,2;45,7;1,0084;;
10/05/2004;20.00.00;3;1160;-200;16,3;1189;167;698;122;1824;1151;17,7;50,9;1,0232;;
10/05/2004;21.00.00;2,1;1084;-200;12,4;1063;128;775;109;1703;1031;16,8;53,6;1,0167;;
10/05/2004;22.00.00;1,7;1025;-200;9,6;963;106;842;95;1621;917;15,8;56,2;1,0033;;
10/05/2004;23.00.00;1,1;953;-200;6,4;830;88;986;86;1521;860;16,0;56,5;1,0166;;
11/05/2004;00.00.00;0,9;959;-200;6,0;812;77;961;78;1518;910;14,2;64,1;1,0346;;
11/05/2004;01.00.00;0,4;834;-200;2,8;637;36;1187;53;1362;699;15,0;59,8;1,0142;;
11/05/2004;02.00.00;0,2;787;-200;1,6;549;28;1366;43;1317;596;14,3;61,9;1,0031;;
11/05/2004;03.00.00;0,2;799;-200;1,6;555;-200;1327;-200;1320;643;12,8;66,0;0,9690;;
11/05/2004;04.00.00;-200;807;-200;1,8;571;46;1305;53;1335;704;11,4;70,5;0,9484;;
11/05/2004;05.00.00;0,6;866;-200;3,6;686;55;1135;48;1405;741;12,0;68,0;0,9547;;
11/05/2004;06.00.00;1,4;1035;-200;8,4;917;135;882;64;1606;968;11,3;70,4;0,9443;;
