Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;;
04/08/2004;01.00.00;-200;1039;-200;8,0;899;92;714;87;1717;914;27,3;51,5;1,8440;;
04/08/2004;02.00.00;-200;963;-200;5,8;804;78;791;69;1658;861;26,7;53,3;1,8366;;
04/08/2004;03.00.00;-200;889;-200;4,0;710;-200;889;-200;1566;713;25,9;55,1;1,8117;;
04/08/2004;04.00.00;-200;868;-200;3,0;652;-200;962;-200;1526;740;27,0;51,8;1,8147;;
04/08/2004;05.00.00;-200;877;-200;3,0;654;-200;987;-200;1529;801;26,8;50,9;1,7693;;
04/08/2004;06.00.00;-200;1056;-200;7,8;893;-200;733;-200;1743;1132;25,0;57,0;1,7792;;
04/08/2004;07.00.00;-200;1288;-200;19,3;1278;-200;521;-200;2182;1473;26,2;52,8;1,7729;;
04/08/2004;08.00.00;-200;1381;-200;26,0;1454;-200;455;-200;2404;1607;28,3;47,6;1,7981;;
04/08/2004;09.00.00;-200;1113;-200;10,6;1001;-200;663;-200;1783;1146;29,9;42,1;1,7474;;
04/08/2004;10.00.00;-200;1062;-200;8,2;909;-200;764;-200;1687;867;33,0;35,4;1,7504;;
04/08/2004;11.00.00;-200;1094;-200;9,9;976;-200;719;-200;1753;869;35,6;30,6;1,7493;;
04/08/2004;12.00.00;-200;1050;-200;8,6;923;-200;747;-200;1662;744;37,1;27,9;1,7309;;
04/08/2004;13.00.00;-200;1056;-200;8,7;926;-200;748;-200;1643;702;37,9;25,7;1,6651;;
04/08/2004;14.00.00;-200;944;-200;6,0;814;-200;852;-200;1489;554;37,2;23,6;1,4764;;
04/08/2004;15.00.00;-200;1003;-200;8,0;901;-200;813;-200;1589;661;39,1;21,7;1,5031;;
04/08/2004;16.00.00;-200;1018;-200;7,6;881;-200;828;-200;1590;630;39,3;22,0;1,5366;;
04/08/2004;17.00.00;-200;1108;-200;10,7;1003;-200;727;-200;1710;803;38,2;23,8;1,5666;;
04/08/2004;18.00.00;-200;1049;-200;8,7;927;-200;750;-200;1659;727;34,0;33,2;1,7395;;
04/08/2004;19.00.00;-200;1078;-200;8,0;897;-200;732;-200;1751;894;25,5;58,6;1,8891;;
04/08/2004;20.00.00;-200;999;-200;7,2;867;-200;785;-200;1644;864;27,2;46,0;1,6376;;
04/08/2004;21.00.00;-200;943;-200;5,7;798;-200;846;-200;1571;743;27,6;45,2;1,6479;;
04/08/2004;22.00.00;-200;987;-200;5,5;790;-200;838;-200;1608;830;25,4;52,7;1,6867;;
04/08/2004;23.00.00;-200;939;-200;4,6;743;-200;894;-200;1539;675;26,1;49,4;1,6491;;
05/08/2004;00.00.00;-200;1015;-200;6,6;840;-200;783;-200;1664;839;25,0;53,6;1,6721;;
05/08/2004;01.00.00;-200;935;-200;4,5;737;-200;869;-200;1548;758;25,4;52,9;1,6980;;
05/08/2004;02.00.00;-200;908;-200;3,8;700;-200;922;-200;1547;644;25,4;54,4;1,7384;;
05/08/2004;03.00.00;-200;853;-200;2,3;605;-200;1032;-200;1488;615;25,4;54,6;1,7432;;
05/08/2004;04.00.00;-200;851;-200;2,1;592;-200;1054;-200;1482;578;24,5;57,1;1,7327;;
05/08/2004;05.00.00;-200;957;-200;3,9;705;-200;857;-200;1578;843;22,8;63,7;1,7392;;
05/08/2004;06.00.00;-200;1059;-200;6,5;836;-200;742;-200;1675;1113;22,6;64,1;1,7358;;
05/08/2004;07.00.00;-200;1261;-200;14,5;1134;-200;557;-200;2015;1388;24,3;58,0;1,7429;;
05/08/2004;08.00.00;-200;1215;-200;15,1;1150;-200;574;-200;1962;1310;26,5;50,4;1,7215;;
05/08/2004;09.00.00;-200;1097;-200;9,0;940;-200;676;-200;1727;1056;28,1;45,4;1,6970;;
05/08/2004;10.00.00;-200;1135;-200;11,4;1030;-200;662;-200;1789;1104;31,7;36,7;1,6843;;
05/08/2004;11.00.00;-200;1117;-200;11,2;1020;104;706;115;1731;973;35,8;28,7;1,6626;;
05/08/2004;12.00.00;-200;1108;-200;10,2;985;98;727;108;1708;1001;36,8;27,2;1,6623;;
05/08/2004;13.00.00;-200;1038;-200;8,2;906;66;808;86;1567;747;38,3;24,5;1,6220;;
05/08/2004;14.00.00;-200;985;-200;6,6;838;60;850;84;1541;653;34,2;30,8;1,6299;;
05/08/2004;15.00.00;-200;1100;-200;6,4;832;85;767;97;1695;934;28,7;51,4;1,9871;;
05/08/2004;16.00.00;-200;1067;-200;7,0;855;90;748;102;1700;811;23,9;69,1;2,0202;;
05/08/2004;17.00.00;-200;1140;-200;9,6;963;122;669;102;1815;918;21,5;78,8;1,9939;;
05/08/2004;18.00.00;-200;1113;-200;9,4;954;117;682;99;1801;899;21,6;78,5;1,9940;;
05/08/2004;19.00.00;-200;1124;-200;10,2;984;115;678;97;1826;902;21,5;78,4;1,9818;;
05/08/2004;20.00.00;-200;1056;-200;7,7;886;127;732;101;1721;900;20,8;80,9;1,9637;;
05/08/2004;21.00.00;-200;1002;-200;5,4;783;79;805;92;1623;875;20,7;81,8;1,9717;;
05/08/2004;22.00.00;-200;971;-200;5,5;789;61;816;70;1594;879;23,1;70,1;1,9582;;
05/08/2004;23.00.00;-200;1001;-200;5,7;799;67;829;72;1619;859;22,7;68,4;1,8627;;
06/08/2004;00.00.00;-200;1058;-200;7,2;867;93;731;80;1685;1048;22,1;72,6;1,9105;;
06/08/2004;01.00.00;-200;1030;-200;6,8;848;77;734;71;1691;1048;21,8;74,1;1,9150;;
06/08/2004;02.00.00;-200;950;-200;5,0;762;60;827;69;1616;959;21,9;72,8;1,8944;;
06/08/2004;03.00.00;-200;912;-200;4,1;716;-200;875;-200;1586;898;21,7;73,2;1,8763;;
06/08/2004;04.00.00;-200;893;-200;3,4;676;45;930;55;1567;859;21,4;75,5;1,9033;;
06/08/2004;05.00.00;0,7;938;-200;4,4;734;65;847;57;1607;947;21,4;75,5;1,9069;;
06/08/2004;06.00.00;1,2;1065;-200;7,7;889;94;722;56;1760;1081;21,9;74,9;1,9396;;
06/08/2004;07.00.00;2,3;1240;-200;13,6;1102;205;588;72;1989;1257;22,0;75,9;1,9817;;
06/08/2004;08.00.00;3;1307;-200;19,1;1270;240;516;84;2191;1404;22,5;74,9;2,0190;;
06/08/2004;09.00.00;2,9;1229;-200;16,3;1188;237;557;97;2033;1412;24,5;66,2;2,0011;;
06/08/2004;10.00.00;2,6;1220;-200;14,2;1122;245;601;107;1974;1428;25,6;61,2;1,9808;;
06/08/2004;11.00.00;2,6;1218;-200;15,6;1168;206;607;117;2000;1451;29,3;48,4;1,9367;;
06/08/2004;12.00.00;2,6;1171;-200;14,4;1129;156;631;120;1911;1346;33,5;36,0;1,8395;;
06/08/2004;13.00.00;2,1;1067;-200;10,5;995;126;717;110;1730;1093;35,6;29,8;1,7045;;
06/08/2004;14.00.00;1,7;1054;-200;10,2;985;108;735;104;1742;940;33,7;33,4;1,7186;;
06/08/2004;15.00.00;1,9;1051;-200;10,7;1003;102;711;110;1715;909;34,1;33,3;1,7509;;
06/08/2004;16.00.00;2,5;1103;-200;11,6;1035;110;672;111;1834;1005;31,5;43,5;1,9797;;
06/08/2004;17.00.00;1,1;970;-200;7,9;894;57;761;64;1649;756;32,5;40,6;1,9481;;
06/08/2004;18.00.00;2,1;1100;-200;11,7;1038;109;668;92;1873;1080;29,8;45,2;1,8642;;
06/08/2004;19.00.00;2,6;1129;-200;14,6;1137;151;606;114;1952;1220;27,7;49,9;1,8189;;
06/08/2004;20.00.00;2,6;1126;-200;13,2;1089;153;620;116;1886;1208;26,4;54,6;1,8459;;
06/08/2004;21.00.00;1,7;1019;-200;9,8;971;103;692;94;1760;1057;25,5;58,0;1,8611;;
06/08/2004;22.00.00;1,5;1011;-200;8,8;930;76;728;77;1723;1009;25,1;59,9;1,8797;;
06/08/2004;23.00.00;1,8;1039;-200;10,4;991;93;685;74;1820;1088;24,1;63,5;1,8828;;
07/08/2004;00.00.00;1,4;974;-200;8,5;920;75;718;62;1755;1062;23,8;65,0;1,8897;;
07/08/2004;01.00.00;1,2;925;-200;6,4;831;57;789;57;1662;975;23,4;64,9;1,8430;;
07/08/2004;02.00.00;0,7;810;-200;3,4;674;32;976;45;1530;793;24,4;58,6;1,7714;;
07/08/2004;03.00.00;0,6;800;-200;2,6;627;-200;1032;-200;1519;787;23,3;63,3;1,7895;;
07/08/2004;04.00.00;0,7;813;-200;2,9;645;42;990;49;1530;802;21,9;67,1;1,7414;;
07/08/2004;05.00.00;0,5;788;-200;2,3;604;37;1068;45;1507;754;23,6;61,2;1,7588;;
07/08/2004;06.00.00;0,6;815;-200;3,3;670;44;971;44;1538;774;22,6;63,4;1,7136;;
07/08/2004;07.00.00;0,9;868;-200;5,1;771;51;840;43;1608;860;22,9;62,6;1,7253;;
07/08/2004;08.00.00;1,2;951;-200;7,7;886;74;742;51;1705;988;23,3;61,8;1,7504;;
07/08/2004;09.00.00;2;1075;-200;10,5;996;115;649;84;1838;1113;25,4;56,2;1,7961;;
07/08/2004;10.00.00;1,9;1058;-200;10,9;1012;109;676;96;1782;1063;30,6;41,9;1,8104;;
07/08/2004;11.00.00;1,7;1012;-200;8,4;914;80;760;88;1653;858;33,5;34,0;1,7300;;
07/08/2004;12.00.00;1,2;929;-200;6,0;811;57;862;67;1541;642;35,5;29,8;1,7004;;
07/08/2004;13.00.00;1,1;902;-200;6,0;813;56;875;64;1518;588;37,5;24,7;1,5637;;
07/08/2004;14.00.00;1;836;-200;4,7;750;43;960;54;1390;484;35,1;25,2;1,4020;;
07/08/2004;15.00.00;1;858;-200;5,3;776;43;947;56;1431;498;38,1;21,1;1,3863;;
07/08/2004;16.00.00;1;886;-200;5,8;803;51;939;68;1460;538;38,5;21,8;1,4653;;
07/08/2004;17.00.00;1,2;974;-200;6,5;833;46;864;67;1577;565;36,8;29,5;1,8037;;
07/08/2004;18.00.00;1,6;1008;-200;8,4;915;71;783;95;1643;672;34,9;33,4;1,8384;;
07/08/2004;19.00.00;1,6;990;-200;8,3;912;65;777;86;1648;689;32,2;37,4;1,7655;;
07/08/2004;20.00.00;1,6;981;-200;8,4;917;78;740;93;1649;714;29,7;41,7;1,7081;;
07/08/2004;21.00.00;1,3;954;-200;6,4;828;51;793;68;1589;631;27,7;47,4;1,7344;;
07/08/2004;22.00.00;1,9;1030;-200;10,3;988;84;686;95;1751;829;27,3;49,4;1,7602;;
07/08/2004;23.00.00;1,9;1033;-200;10,9;1011;89;681;93;1768;875;26,3;51,3;1,7251;;
08/08/2004;00.00.00;1,5;963;-200;7,4;872;65;767;69;1617;803;25,7;54,1;1,7546;;
08/08/2004;01.00.00;1,1;918;-200;5,8;805;43;816;55;1571;759;25,4;55,1;1,7628;;
08/08/2004;02.00.00;0,8;868;-200;4,5;736;32;894;39;1548;638;24,9;57,3;1,7822;;
08/08/2004;03.00.00;0,9;886;-200;4,6;744;-200;869;-200;1590;700;24,1;61,8;1,8339;;
08/08/2004;04.00.00;0,6;813;-200;2,4;609;22;1017;33;1473;615;23,9;61,2;1,7871;;
08/08/2004;05.00.00;0,6;815;-200;2,4;616;21;1080;29;1532;596;23,8;61,3;1,7881;;
08/08/2004;06.00.00;0,7;815;-200;2,6;627;27;1049;36;1518;650;23,4;61,7;1,7495;;
08/08/2004;07.00.00;0,6;835;-200;2,8;638;31;1024;38;1506;655;24,3;58,4;1,7508;;
08/08/2004;08.00.00;1;921;-200;4,5;738;46;901;47;1585;779;25,1;56,6;1,7798;;
08/08/2004;09.00.00;1,2;963;-200;5,2;774;62;839;64;1621;758;27,3;51,3;1,8350;;
08/08/2004;10.00.00;1;935;-200;4,2;724;43;936;49;1574;598;29,5;45,9;1,8662;;
08/08/2004;11.00.00;1,3;1007;-200;4,8;751;53;849;64;1649;643;27,6;52,4;1,9055;;
08/08/2004;12.00.00;1,4;1032;-200;4,6;744;87;813;79;1695;778;25,4;68,0;2,1806;;
08/08/2004;13.00.00;0,8;901;-200;3,6;689;36;964;45;1543;522;32,2;40,3;1,8999;;
08/08/2004;14.00.00;0,6;851;-200;2,6;627;21;1129;30;1433;419;31,6;38,9;1,7838;;
08/08/2004;15.00.00;0,7;877;-200;3,0;655;27;1061;35;1471;444;33,0;37,3;1,8481;;
08/08/2004;16.00.00;0,8;909;-200;3,6;690;29;1039;37;1488;474;35,1;32,1;1,7841;;
08/08/2004;17.00.00;0,9;908;-200;4,1;715;38;988;46;1479;495;35,0;31,1;1,7173;;
08/08/2004;18.00.00;1;926;-200;5,0;763;41;949;54;1491;504;33,8;32,1;1,6596;;
08/08/2004;19.00.00;1,5;1010;-200;6,5;836;66;848;79;1577;616;31,1;38,8;1,7295;;
08/08/2004;20.00.00;1,5;1031;-200;7,3;868;63;798;79;1634;690;29,0;46,1;1,8141;;
08/08/2004;21.00.00;1,7;1070;-200;8,1;905;88;745;98;1702;846;28,1;50,6;1,8969;;
08/08/2004;22.00.00;1,9;1124;-200;10,4;992;87;660;93;1791;1013;27,1;54,7;1,9284;;
08/08/2004;23.00.00;1,7;1066;-200;9,0;940;86;683;89;1744;978;26,6;56,4;1,9349;;
09/08/2004;00.00.00;1,2;1001;-200;6,5;836;49;771;57;1662;821;25,8;60,4;1,9759;;
09/08/2004;01.00.00;1,1;967;-200;6,3;824;40;774;51;1637;862;25,5;61,6;1,9804;;
09/08/2004;02.00.00;0,8;901;-200;4,4;733;27;888;39;1605;755;24,9;63,5;1,9647;;
09/08/2004;03.00.00;0,5;835;-200;2,8;638;-200;997;-200;1526;715;24,3;65,1;1,9475;;
09/08/2004;04.00.00;-200;820;-200;2,2;598;23;1065;30;1511;684;23,8;65,7;1,9079;;
09/08/2004;05.00.00;0,7;896;-200;3,7;694;58;941;46;1583;853;23,2;68,0;1,9045;;
09/08/2004;06.00.00;1,2;996;-200;7,4;872;87;756;55;1727;990;23,2;67,5;1,8990;;
09/08/2004;07.00.00;2,3;1159;-200;15,1;1151;143;579;63;2005;1206;24,3;63,3;1,8929;;
09/08/2004;08.00.00;2,5;1185;-200;15,1;1152;96;578;42;2003;1274;25,5;59,7;1,9193;;
09/08/2004;09.00.00;2,4;1168;-200;14,7;1138;16;585;5;1946;1336;27,7;52,5;1,9138;;
09/08/2004;10.00.00;1,4;1044;-200;9,8;970;54;715;39;1751;1068;31,8;38,9;1,8005;;
09/08/2004;11.00.00;1,2;983;-200;8,0;897;42;800;39;1608;804;32,7;34,1;1,6592;;
09/08/2004;12.00.00;1,6;1032;-200;8,3;912;72;764;71;1661;826;34,3;31,5;1,6745;;
09/08/2004;13.00.00;1,4;1019;-200;7,7;889;54;787;65;1630;745;34,2;31,5;1,6675;;
09/08/2004;14.00.00;1,2;982;-200;6,7;844;52;835;71;1567;638;33,9;32,3;1,6809;;
09/08/2004;15.00.00;1,5;1016;-200;7,5;880;64;783;72;1617;684;34,4;31,9;1,7005;;
09/08/2004;16.00.00;1,4;-200;-200;-200,0;-200;70;-200;76;-200;-200;-200;-200;-200;;
09/08/2004;17.00.00;1,5;-200;-200;-200,0;-200;65;-200;75;-200;-200;-200;-200;-200;;
09/08/2004;18.00.00;1,7;-200;-200;-200,0;-200;80;-200;86;-200;-200;-200;-200;-200;;
09/08/2004;19.00.00;2,2;-200;-200;-200,0;-200;88;-200;96;-200;-200;-200;-200;-200;;
09/08/2004;20.00.00;1,9;1091;-200;8,6;925;81;730;95;1685;1020;29,8;41,7;1,7167;;
09/08/2004;21.00.00;1,6;1109;-200;9,7;965;59;696;74;1742;1100;28,8;45,9;1,7884;;
09/08/2004;22.00.00;1,5;1098;-200;9,1;944;69;687;76;1772;1086;28,2;51,1;1,9221;;
09/08/2004;23.00.00;1,4;1088;-200;9,1;945;58;674;66;1765;1060;27,5;54,4;1,9705;;
10/08/2004;00.00.00;1;1035;-200;7,0;859;33;732;49;1680;996;27,4;55,0;1,9827;;
10/08/2004;01.00.00;0,7;942;-200;4,9;758;17;824;29;1567;856;28,1;51,6;1,9269;;
10/08/2004;02.00.00;0,5;902;-200;3,5;680;6;919;11;1535;722;26,3;56,5;1,9027;;
10/08/2004;03.00.00;0,5;919;-200;3,9;704;-200;861;-200;1603;860;24,4;65,0;1,9612;;
10/08/2004;04.00.00;0,5;875;-200;3,2;665;20;919;25;1559;772;24,4;63,6;1,9218;;
10/08/2004;05.00.00;0,7;927;-200;4,7;747;58;830;34;1633;910;23,5;67,4;1,9305;;
10/08/2004;06.00.00;1,2;1032;-200;7,6;883;106;718;42;1742;1051;23,4;65,7;1,8720;;
10/08/2004;07.00.00;2,2;1193;-200;14,7;1139;143;563;47;2009;1257;24,5;61,3;1,8522;;
10/08/2004;08.00.00;2,9;1268;-200;18,7;1259;167;519;62;2114;1410;26,0;55,8;1,8536;;
10/08/2004;09.00.00;2,6;1238;-200;14,8;1144;188;565;81;1939;1433;28,5;48,5;1,8607;;
10/08/2004;10.00.00;2,6;1230;-200;14,5;1133;164;604;90;1909;1413;33,6;35,7;1,8229;;
10/08/2004;11.00.00;2,2;1161;-200;12,7;1074;128;646;95;1777;1206;36,5;28,9;1,7359;;
10/08/2004;12.00.00;1,5;1048;-200;9,2;949;88;764;86;1607;831;39,0;23,7;1,6346;;
10/08/2004;13.00.00;0,9;929;-200;4,8;752;51;955;64;1385;544;38,8;23,7;1,6093;;
10/08/2004;14.00.00;1;950;-200;5,4;783;52;914;62;1443;525;38,0;24,0;1,5686;;
10/08/2004;15.00.00;1,1;1013;-200;7,2;864;59;819;75;1544;644;40,5;23,3;1,7416;;
10/08/2004;16.00.00;1,2;1034;-200;6,7;845;67;841;88;1566;702;39,8;25,4;1,8213;;
10/08/2004;17.00.00;1,8;1082;-200;9,7;965;105;760;126;1649;844;39,6;23,3;1,6535;;
10/08/2004;18.00.00;1,8;1110;-200;10,9;1012;91;720;96;1725;905;38,8;24,7;1,6772;;
10/08/2004;19.00.00;1,7;1118;-200;10,6;999;69;706;79;1766;878;34,7;35,9;1,9528;;
10/08/2004;20.00.00;1,7;1136;-200;9,7;967;65;703;67;1801;927;32,3;43,6;2,0700;;
10/08/2004;21.00.00;1,6;1106;-200;8,6;924;58;725;62;1757;910;30,7;48,1;2,0821;;
10/08/2004;22.00.00;1,7;1151;-200;10,2;984;67;678;64;1823;1024;29,5;50,6;2,0492;;
10/08/2004;23.00.00;1,8;1144;-200;10,5;997;64;669;63;1816;1021;28,8;52,0;2,0297;;
11/08/2004;00.00.00;1,5;1118;-200;8,8;930;65;697;60;1748;1027;28,2;55,0;2,0697;;
11/08/2004;01.00.00;1,2;1066;-200;6,6;839;47;740;49;1700;993;27,2;59,1;2,0997;;
11/08/2004;02.00.00;0,8;991;-200;5,3;778;29;797;36;1665;910;26,7;60,7;2,0977;;
11/08/2004;03.00.00;0,5;906;-200;3,0;650;-200;961;-200;1581;768;26,9;60,3;2,1074;;
11/08/2004;04.00.00;0,5;903;-200;3,2;662;16;932;24;1590;760;26,4;61,6;2,0931;;
11/08/2004;05.00.00;0,7;941;-200;3,5;685;50;895;32;1632;834;25,9;63,6;2,1020;;
11/08/2004;06.00.00;1,1;1074;-200;7,2;866;78;717;42;1768;1075;26,1;63,7;2,1170;;
11/08/2004;07.00.00;1,4;1114;-200;9,5;958;89;663;42;1836;1167;26,8;60,5;2,1008;;
11/08/2004;08.00.00;1,7;1162;-200;11,1;1019;97;622;51;1904;1178;27,9;56,5;2,0895;;
11/08/2004;09.00.00;1,8;1165;-200;9,7;967;93;651;58;1825;1120;29,8;51,1;2,1054;;
