Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;;
05/10/2004;10.00.00;-200;1435;-200;22,8;1373;-200;513;-200;1910;1759;23,9;48,7;1,4269;;
05/10/2004;11.00.00;-200;1377;-200;19,3;1276;-200;539;-200;1790;1666;26,0;43,8;1,4499;;
05/10/2004;12.00.00;-200;1562;-200;30,4;1559;-200;453;-200;2130;1918;28,6;37,3;1,4423;;
05/10/2004;13.00.00;-200;1358;-200;23,4;1389;-200;516;-200;1886;1525;27,9;38,0;1,4029;;
05/10/2004;14.00.00;-200;1301;-200;17,1;1212;-200;575;-200;1717;1332;28,4;37,6;1,4282;;
05/10/2004;15.00.00;-200;1255;-200;14,6;1136;-200;611;-200;1675;1183;28,5;37,3;1,4329;;
05/10/2004;16.00.00;-200;1410;-200;21,6;1340;-200;533;-200;1841;1414;30,8;31,8;1,3908;;
05/10/2004;17.00.00;-200;1578;-200;31,9;1595;-200;459;-200;2181;1680;29,7;33,1;1,3546;;
05/10/2004;18.00.00;-200;1700;-200;40,5;1782;-200;401;-200;2403;2004;27,0;40,2;1,4158;;
05/10/2004;19.00.00;-200;1778;-200;41,6;1805;-200;380;-200;2473;2094;25,6;47,5;1,5390;;
05/10/2004;20.00.00;-200;1539;-200;23,9;1402;-200;475;-200;2018;1780;23,9;57,2;1,6774;;
05/10/2004;21.00.00;-200;1409;-200;20,3;1304;-200;500;-200;1829;1640;22,7;60,8;1,6582;;
05/10/2004;22.00.00;-200;1231;-200;12,8;1077;-200;602;-200;1580;1379;21,8;59,9;1,5492;;
05/10/2004;23.00.00;-200;1092;-200;8,7;928;-200;688;-200;1470;1139;22,4;58,3;1,5610;;
06/10/2004;00.00.00;-200;1036;-200;6,8;850;-200;760;-200;1411;1001;21,7;60,2;1,5442;;
06/10/2004;01.00.00;-200;984;-200;5,3;780;-200;810;-200;1377;910;21,2;61,4;1,5258;;
06/10/2004;02.00.00;-200;950;-200;4,6;743;-200;841;-200;1377;895;19,3;68,4;1,5130;;
06/10/2004;03.00.00;-200;889;-200;3,2;665;-200;943;-200;1310;805;19,8;65,1;1,4900;;
06/10/2004;04.00.00;-200;865;-200;2,8;636;-200;992;-200;1285;761;20,0;62,9;1,4495;;
06/10/2004;05.00.00;-200;917;-200;3,6;686;-200;933;-200;1304;805;18,3;68,5;1,4291;;
06/10/2004;06.00.00;-200;997;-200;6,2;823;-200;804;-200;1395;894;18,1;68,5;1,4067;;
06/10/2004;07.00.00;-200;1433;-200;24,2;1409;-200;506;-200;1972;1439;17,6;70,5;1,4057;;
06/10/2004;08.00.00;-200;1516;-200;32,0;1596;-200;429;-200;2183;1706;18,3;67,8;1,4091;;
06/10/2004;09.00.00;-200;1528;-200;25,8;1449;-200;473;-200;2039;1756;20,4;61,2;1,4470;;
06/10/2004;10.00.00;-200;1347;-200;16,2;1186;-200;560;-200;1713;1493;22,5;55,6;1,4990;;
06/10/2004;11.00.00;-200;1392;-200;17,7;1231;-200;530;-200;1771;1567;25,7;46,4;1,5070;;
06/10/2004;12.00.00;-200;1359;-200;16,5;1195;-200;542;-200;1784;1376;26,8;44,6;1,5467;;
06/10/2004;13.00.00;-200;1391;-200;18,3;1249;-200;518;-200;1845;1399;26,0;46,4;1,5414;;
06/10/2004;14.00.00;-200;1335;-200;14,6;1137;-200;563;-200;1729;1293;26,3;46,0;1,5478;;
06/10/2004;15.00.00;-200;1402;-200;17,1;1213;-200;530;-200;1789;1348;27,4;43,9;1,5811;;
06/10/2004;16.00.00;-200;1406;-200;17,2;1216;-200;542;-200;1772;1314;29,6;36,7;1,4936;;
06/10/2004;17.00.00;-200;1527;-200;24,6;1419;-200;476;-200;1966;1507;28,7;37,3;1,4486;;
06/10/2004;18.00.00;-200;1559;-200;26,9;1476;-200;463;-200;2022;1660;25,7;44,1;1,4331;;
06/10/2004;19.00.00;-200;1840;-200;44,0;1852;-200;360;-200;2553;2143;24,5;49,5;1,5022;;
06/10/2004;20.00.00;-200;1666;-200;31,0;1573;-200;427;-200;2195;1968;23,3;54,4;1,5386;;
06/10/2004;21.00.00;-200;1336;-200;16,8;1204;-200;542;-200;1759;1490;22,4;57,9;1,5449;;
06/10/2004;22.00.00;-200;1189;-200;11,0;1014;-200;641;-200;1553;1249;22,7;55,8;1,5218;;
06/10/2004;23.00.00;-200;1226;-200;11,4;1029;-200;620;-200;1570;1265;20,4;62,4;1,4758;;
07/10/2004;00.00.00;-200;1171;-200;9,9;972;-200;650;-200;1529;1181;20,3;64,2;1,5063;;
07/10/2004;01.00.00;-200;1002;-200;5,0;762;-200;814;-200;1385;954;21,4;60,6;1,5236;;
07/10/2004;02.00.00;-200;950;-200;3,7;696;-200;894;-200;1375;875;20,3;66,3;1,5657;;
07/10/2004;03.00.00;-200;930;-200;3,1;660;-200;925;-200;1321;838;20,9;62,2;1,5182;;
07/10/2004;04.00.00;-200;924;-200;2,9;643;-200;948;-200;1329;825;19,9;66,1;1,5198;;
07/10/2004;05.00.00;-200;994;-200;4,4;732;-200;852;-200;1400;882;19,8;67,1;1,5305;;
07/10/2004;06.00.00;-200;1089;-200;7,4;873;-200;741;-200;1479;990;20,1;64,4;1,4967;;
07/10/2004;07.00.00;-200;1468;-200;19,4;1280;-200;518;-200;1899;1423;19,7;66,4;1,5035;;
07/10/2004;08.00.00;-200;1696;-200;37,1;1711;-200;383;-200;2464;1823;20,9;62,4;1,5226;;
07/10/2004;09.00.00;-200;1479;-200;22,2;1357;-200;491;-200;1937;1581;22,5;57,0;1,5314;;
07/10/2004;10.00.00;-200;1425;-200;18,5;1255;-200;516;-200;1864;1500;23,5;53,4;1,5241;;
07/10/2004;11.00.00;-200;1279;-200;14,0;1116;-200;587;-200;1668;1268;24,7;48,2;1,4802;;
07/10/2004;12.00.00;-200;1319;-200;15,5;1165;-200;571;-200;1743;1230;27,1;40,9;1,4405;;
07/10/2004;13.00.00;-200;1329;-200;15,7;1172;-200;561;-200;1739;1204;25,9;44,2;1,4576;;
07/10/2004;14.00.00;-200;1327;-200;15,7;1172;-200;566;-200;1747;1205;26,9;41,8;1,4555;;
07/10/2004;15.00.00;-200;1282;-200;12,7;1075;-200;605;-200;1651;1103;27,2;40,7;1,4481;;
07/10/2004;16.00.00;2,9;1342;-200;15,3;1157;267;572;87;1707;1195;28,6;37,6;1,4468;;
07/10/2004;17.00.00;5,4;1623;-200;28,8;1522;398;447;111;2110;1618;28,0;38,5;1,4370;;
07/10/2004;18.00.00;5,3;1576;-200;26,1;1458;418;463;119;2024;1637;25,2;45,8;1,4464;;
07/10/2004;19.00.00;6,7;1747;-200;37,1;1709;515;399;128;2370;1876;24,0;50,6;1,4892;;
07/10/2004;20.00.00;7;1757;-200;35,7;1680;669;396;117;2280;1959;23,2;54,7;1,5296;;
07/10/2004;21.00.00;2,8;1331;-200;16,5;1194;326;559;92;1715;1477;22,3;57,1;1,5219;;
07/10/2004;22.00.00;1,7;1182;-200;11,0;1016;209;658;73;1572;1210;21,8;58,2;1,5036;;
07/10/2004;23.00.00;1,7;1162;-200;10,8;1008;183;658;60;1556;1160;20,9;61,3;1,4923;;
08/10/2004;00.00.00;1,7;1147;-200;9,6;964;165;668;60;1517;1116;20,6;62,0;1,4827;;
08/10/2004;01.00.00;1,2;1040;-200;6,5;836;111;762;53;1423;974;20,3;62,5;1,4720;;
08/10/2004;02.00.00;0,7;920;-200;3,6;688;67;920;47;1317;820;20,5;62,1;1,4771;;
08/10/2004;03.00.00;0,7;931;-200;3,3;670;-200;931;-200;1326;792;18,7;68,5;1,4586;;
08/10/2004;04.00.00;0,8;954;-200;4,4;731;88;865;43;1360;839;18,2;70,3;1,4498;;
08/10/2004;05.00.00;0,9;981;-200;5,5;790;147;817;47;1390;898;18,2;70,1;1,4552;;
08/10/2004;06.00.00;1,7;1147;-200;10,8;1009;279;653;50;1589;1096;18,2;70,0;1,4519;;
08/10/2004;07.00.00;5,7;1606;-200;31,2;1578;665;440;81;2205;1786;19,4;66,5;1,4801;;
08/10/2004;08.00.00;4,3;1490;-200;24,8;1424;592;465;75;2033;1604;19,5;66,9;1,4999;;
08/10/2004;09.00.00;3,9;1473;-200;24,2;1409;557;483;87;1984;1637;21,1;61,1;1,5056;;
08/10/2004;10.00.00;5,1;1582;-200;29,5;1539;693;435;128;2141;1827;23,2;54,7;1,5349;;
08/10/2004;11.00.00;3,7;1468;-200;21,0;1323;530;496;105;1913;1641;24,4;52,5;1,5807;;
08/10/2004;12.00.00;3,3;1413;-200;19,6;1285;412;518;101;1883;1505;26,4;45,8;1,5530;;
08/10/2004;13.00.00;3,6;1400;-200;21,2;1331;366;520;100;1916;1465;27,7;39,2;1,4356;;
08/10/2004;14.00.00;3,2;1361;-200;18,0;1238;344;548;98;1805;1368;28,0;39,6;1,4738;;
08/10/2004;15.00.00;3,5;1389;-200;20,5;1311;339;525;98;1845;1748;28,7;38,4;1,4860;;
08/10/2004;16.00.00;2,4;1305;-200;15,6;1167;297;586;98;1690;1301;28,5;39,4;1,5147;;
08/10/2004;17.00.00;2,9;1354;-200;19,2;1275;294;543;90;1799;1338;28,4;39,8;1,5191;;
08/10/2004;18.00.00;2,3;1352;-200;20,0;1296;211;534;84;1846;1337;26,4;45,9;1,5572;;
08/10/2004;19.00.00;3,1;1472;-200;21,1;1327;323;497;101;1895;1516;25,2;49,5;1,5665;;
08/10/2004;20.00.00;2,9;1412;-200;18,6;1256;333;525;98;1797;1435;24,9;50,9;1,5856;;
08/10/2004;21.00.00;1,5;1221;-200;12,3;1061;163;619;76;1615;1178;24,6;52,2;1,5951;;
08/10/2004;22.00.00;1,5;1230;-200;10,3;990;151;652;71;1559;1111;24,0;54,4;1,6049;;
08/10/2004;23.00.00;1,7;1247;-200;9,6;961;167;666;71;1569;1112;23,8;56,1;1,6298;;
09/10/2004;00.00.00;1,6;1217;-200;9,9;975;174;665;66;1565;1109;22,3;60,6;1,6080;;
09/10/2004;01.00.00;1,3;1158;-200;8,6;923;142;673;62;1519;1072;21,9;61,5;1,5967;;
09/10/2004;02.00.00;1,4;1150;-200;7,3;871;155;697;58;1502;1030;21,1;64,5;1,5940;;
09/10/2004;03.00.00;0,9;1061;-200;5,4;785;-200;766;-200;1447;935;21,0;64,4;1,5828;;
09/10/2004;04.00.00;0,9;1062;-200;5,1;770;96;780;48;1450;922;21,3;63,9;1,5951;;
09/10/2004;05.00.00;1,3;1157;-200;7,8;890;154;681;53;1549;1054;20,8;66,7;1,6201;;
09/10/2004;06.00.00;1,3;1167;-200;8,2;907;211;681;55;1548;1082;20,6;67,5;1,6210;;
09/10/2004;07.00.00;2,9;1403;-200;17,6;1229;381;523;63;1872;1365;20,9;66,3;1,6165;;
09/10/2004;08.00.00;3,2;1453;-200;20,1;1298;470;489;69;1940;1497;21,5;63,7;1,6186;;
09/10/2004;09.00.00;3,4;1455;-200;18,7;1260;464;502;84;1868;1540;23,7;56,0;1,6238;;
09/10/2004;10.00.00;3,6;1512;-200;19,5;1282;450;498;95;1899;1554;26,0;48,2;1,5980;;
09/10/2004;11.00.00;2,3;1331;-200;13,0;1082;274;588;80;1689;1252;28,5;42,4;1,6286;;
09/10/2004;12.00.00;3,1;1472;-200;18,2;1246;306;512;87;1873;1455;28,1;45,3;1,6957;;
09/10/2004;13.00.00;3,3;1430;-200;16,2;1187;308;539;94;1812;1339;29,0;43,9;1,7309;;
09/10/2004;14.00.00;1,9;1264;-200;11,0;1016;186;624;76;1650;1062;28,9;44,3;1,7392;;
09/10/2004;15.00.00;2,6;1378;-200;15,9;1177;238;548;92;1775;1266;29,6;42,3;1,7248;;
09/10/2004;16.00.00;2,7;1377;-200;14,2;1123;249;578;94;1716;1223;29,4;42,9;1,7308;;
09/10/2004;17.00.00;3,7;1527;-200;19,9;1293;378;502;110;1907;1469;28,7;45,1;1,7468;;
09/10/2004;18.00.00;3,8;1573;-200;21,7;1343;386;470;109;1990;1553;27,0;51,2;1,7928;;
09/10/2004;19.00.00;4,8;1674;-200;25,7;1447;461;448;122;2065;1689;26,5;52,7;1,7966;;
09/10/2004;20.00.00;3,5;1455;-200;17,3;1218;394;535;107;1796;1387;26,2;51,7;1,7334;;
09/10/2004;21.00.00;2,2;1242;-200;11,2;1022;266;630;83;1641;1139;24,8;56,4;1,7447;;
09/10/2004;22.00.00;1,5;1181;-200;8,9;935;158;701;62;1565;960;24,9;56,0;1,7367;;
09/10/2004;23.00.00;3,4;1468;-200;15,2;1155;319;565;89;1738;1293;24,5;57,5;1,7433;;
10/10/2004;00.00.00;3,7;1520;-200;17,2;1217;409;552;103;1812;1357;24,7;56,9;1,7438;;
10/10/2004;01.00.00;2;1203;-200;11,9;1046;223;621;74;1664;1103;23,9;59,2;1,7327;;
10/10/2004;02.00.00;1,4;1096;-200;8,1;903;107;732;52;1560;857;23,8;60,2;1,7515;;
10/10/2004;03.00.00;1,1;991;-200;4,9;759;-200;845;-200;1440;658;23,5;61,3;1,7538;;
10/10/2004;04.00.00;-200;941;-200;3,6;686;50;942;38;1406;549;22,8;64,0;1,7507;;
10/10/2004;05.00.00;0,7;952;-200;3,7;695;56;910;39;1429;627;22,2;65,6;1,7355;;
10/10/2004;06.00.00;1,2;1082;-200;6,3;825;163;753;59;1526;930;21,3;69,1;1,7275;;
10/10/2004;07.00.00;1,3;1095;-200;7,7;886;187;705;56;1574;1001;21,3;68,2;1,7127;;
10/10/2004;08.00.00;1,1;1049;-200;6,3;826;150;765;51;1521;917;22,2;65,2;1,7256;;
10/10/2004;09.00.00;1;1055;-200;5,6;795;103;807;51;1494;834;24,1;59,0;1,7449;;
10/10/2004;10.00.00;1,2;1074;-200;5,1;767;143;814;58;1489;796;24,3;61,6;1,8468;;
10/10/2004;11.00.00;1,9;1229;-200;9,0;941;220;680;68;1653;1040;24,8;59,6;1,8351;;
10/10/2004;12.00.00;2,3;1228;-200;9,3;952;301;668;81;1622;1110;24,5;58,8;1,7838;;
10/10/2004;13.00.00;1,6;1107;-200;5,9;807;214;768;73;1546;836;21,0;76,8;1,8881;;
10/10/2004;14.00.00;1,3;1031;-200;4,4;732;162;872;69;1476;704;19,8;78,0;1,7879;;
10/10/2004;15.00.00;1,8;1155;-200;5,8;804;232;815;81;1510;773;19,4;80,5;1,7917;;
10/10/2004;16.00.00;1,7;1131;-200;6,6;841;254;784;82;1531;811;19,6;79,1;1,7877;;
10/10/2004;17.00.00;1,8;1143;-200;7,8;890;224;744;71;1578;848;20,8;73,1;1,7695;;
10/10/2004;18.00.00;2;1145;-200;8,4;915;247;733;81;1586;892;21,1;68,6;1,7014;;
10/10/2004;19.00.00;2,2;1169;-200;8,3;910;334;726;87;1563;992;21,1;68,3;1,6914;;
10/10/2004;20.00.00;1,6;1105;-200;8,1;905;239;734;72;1576;950;21,2;67,7;1,6848;;
10/10/2004;21.00.00;1,3;1049;-200;6,1;817;168;806;63;1517;882;20,8;68,6;1,6719;;
10/10/2004;22.00.00;1,5;1069;-200;6,7;844;185;767;63;1527;883;20,8;68,1;1,6585;;
10/10/2004;23.00.00;1,5;1073;-200;6,6;838;178;768;63;1549;892;20,7;68,4;1,6507;;
11/10/2004;00.00.00;1,3;1039;-200;6,1;817;132;799;55;1502;836;20,1;70,5;1,6384;;
11/10/2004;01.00.00;1,4;1021;-200;6,0;811;135;794;52;1502;837;20,2;67,9;1,5901;;
11/10/2004;02.00.00;0,5;825;-200;1,4;536;39;1203;32;1302;498;19,4;70,4;1,5663;;
