Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;;
06/11/2004;16.00.00;3,8;1450;-200;19,8;1292;507;495;130;1768;1495;21,4;57,1;1,4356;;
06/11/2004;17.00.00;3,6;1416;-200;19,5;1283;474;510;113;1739;1442;20,8;58,7;1,4259;;
06/11/2004;18.00.00;3,5;1346;-200;17,0;1211;404;540;101;1674;1340;20,1;59,6;1,3852;;
06/11/2004;19.00.00;2,8;1273;-200;14,6;1137;356;586;91;1563;1231;20,0;58,4;1,3473;;
06/11/2004;20.00.00;2,5;1206;-200;12,0;1049;345;634;90;1484;1128;19,5;58,9;1,3195;;
06/11/2004;21.00.00;3,1;1252;-200;13,3;1094;395;615;90;1526;1188;19,5;57,4;1,2874;;
06/11/2004;22.00.00;1,8;1069;-200;7,9;897;249;729;83;1364;998;19,1;59,2;1,2950;;
06/11/2004;23.00.00;1,6;1061;-200;7,9;895;197;737;73;1359;944;18,8;59,1;1,2702;;
07/11/2004;00.00.00;1,9;1072;-200;7,5;880;224;767;80;1318;928;18,0;60,4;1,2331;;
07/11/2004;01.00.00;2;1075;-200;8,4;917;231;737;87;1354;1037;17,5;60,7;1,2009;;
07/11/2004;02.00.00;1,4;992;-200;6,9;853;177;796;79;1305;930;17,5;59,4;1,1768;;
07/11/2004;03.00.00;1,2;914;-200;4,6;741;-200;891;-200;1210;803;17,1;59,2;1,1477;;
07/11/2004;04.00.00;-200;854;-200;3,8;700;98;980;56;1151;665;17,0;52,3;1,0009;;
07/11/2004;05.00.00;0,7;774;-200;2,1;591;64;1151;42;1044;533;16,1;49,8;0,9021;;
07/11/2004;06.00.00;0,4;757;-200;1,5;542;44;1339;31;1004;449;15,5;51,5;0,9026;;
07/11/2004;07.00.00;0,4;752;-200;1,2;516;53;1370;35;997;440;15,1;52,0;0,8878;;
07/11/2004;08.00.00;0,5;757;-200;1,6;551;94;1295;51;967;453;14,9;46,8;0,7885;;
07/11/2004;09.00.00;0,7;777;-200;1,9;580;100;1263;58;963;465;15,5;42,4;0,7400;;
07/11/2004;10.00.00;0,7;774;-200;2,0;583;98;1246;57;966;457;16,6;38,2;0,7186;;
07/11/2004;11.00.00;0,7;805;-200;2,7;632;115;1176;63;1033;475;18,0;34,7;0,7089;;
07/11/2004;12.00.00;1;838;-200;3,6;686;115;1083;61;1046;532;18,0;35,1;0,7176;;
07/11/2004;13.00.00;1;824;-200;3,7;695;76;1091;34;1035;526;17,6;33,8;0,6726;;
07/11/2004;14.00.00;0,9;812;-200;3,9;704;55;1055;26;1044;520;17,5;33,7;0,6691;;
07/11/2004;15.00.00;0,9;806;-200;3,8;702;59;1052;28;1035;500;17,2;33,9;0,6591;;
07/11/2004;16.00.00;0,9;789;-200;3,4;675;95;1121;50;974;482;16,8;32,1;0,6073;;
07/11/2004;17.00.00;1,1;821;-200;4,0;713;107;1067;55;1030;539;16,0;34,1;0,6155;;
07/11/2004;18.00.00;3,2;1024;-200;14,3;1127;189;704;84;1346;943;14,8;37,5;0,6259;;
07/11/2004;19.00.00;3,1;1009;-200;10,5;995;386;784;140;1201;1016;14,4;39,2;0,6407;;
07/11/2004;20.00.00;3,1;1064;-200;12,2;1055;412;738;138;1242;1063;14,1;43,0;0,6883;;
07/11/2004;21.00.00;2,3;1001;-200;11,4;1029;342;733;127;1255;1034;13,4;48,4;0,7397;;
07/11/2004;22.00.00;1,8;927;-200;7,3;868;255;847;117;1155;864;12,7;51,2;0,7505;;
07/11/2004;23.00.00;0,8;819;-200;2,4;613;89;1118;57;1060;500;9,9;71,4;0,8736;;
08/11/2004;00.00.00;0,9;847;-200;2,7;630;106;1057;59;1091;537;10,2;71,6;0,8893;;
08/11/2004;01.00.00;0,8;798;-200;2,5;621;109;1115;62;1041;524;10,6;61,3;0,7856;;
08/11/2004;02.00.00;0,7;757;-200;1,7;561;67;1192;42;998;457;11,1;55,6;0,7344;;
08/11/2004;03.00.00;0,4;703;-200;0,5;446;-200;1523;-200;918;360;11,5;50,4;0,6815;;
08/11/2004;04.00.00;0,2;689;-200;0,3;407;13;1757;13;895;333;11,3;49,5;0,6615;;
08/11/2004;05.00.00;0,2;698;-200;0,4;424;20;1665;18;903;339;10,8;50,9;0,6570;;
08/11/2004;06.00.00;0,3;720;-200;0,6;458;33;1536;26;917;358;10,9;50,1;0,6519;;
08/11/2004;07.00.00;0,7;797;-200;2,1;593;146;1212;72;984;494;10,8;49,7;0,6429;;
08/11/2004;08.00.00;1,7;950;-200;7,4;875;359;850;131;1179;828;10,7;50,4;0,6467;;
08/11/2004;09.00.00;1,8;887;-200;5,9;809;322;899;133;1111;769;10,9;50,0;0,6531;;
08/11/2004;10.00.00;1,5;850;-200;4,8;755;293;966;116;1051;714;12,1;46,5;0,6530;;
08/11/2004;11.00.00;1,3;836;-200;4,5;740;255;987;117;1046;672;12,4;44,1;0,6324;;
08/11/2004;12.00.00;1,2;827;-200;5,1;768;233;972;103;1040;671;13,0;40,1;0,5989;;
08/11/2004;13.00.00;1,3;819;-200;6,0;810;220;947;100;1027;631;13,4;36,3;0,5556;;
08/11/2004;14.00.00;1,8;919;-200;10,0;978;246;820;105;1180;805;13,1;38,5;0,5776;;
08/11/2004;15.00.00;1,7;897;-200;7,8;890;272;850;121;1139;808;11,5;46,4;0,6302;;
08/11/2004;16.00.00;2,2;973;-200;11,2;1023;358;780;132;1226;964;13,1;40,4;0,6060;;
08/11/2004;17.00.00;3,2;1065;-200;17,0;1211;514;669;156;1364;1188;13,0;39,3;0,5877;;
08/11/2004;18.00.00;5,9;1341;-200;31,0;1575;742;503;183;1778;1571;11,3;50,9;0,6790;;
08/11/2004;19.00.00;6,6;1303;-200;28,9;1524;-200;515;-200;1744;1580;10,6;53,4;0,6818;;
08/11/2004;20.00.00;-200;1189;-200;23,1;1381;-200;566;-200;1574;1426;9,5;57,9;0,6877;;
08/11/2004;21.00.00;-200;1054;-200;13,7;1106;-200;679;-200;1297;1239;8,6;60,5;0,6788;;
08/11/2004;22.00.00;-200;943;-200;8,0;900;-200;816;-200;1129;1064;8,5;59,7;0,6649;;
08/11/2004;23.00.00;-200;903;-200;7,4;872;-200;855;-200;1108;987;7,9;61,4;0,6582;;
09/11/2004;00.00.00;-200;858;-200;4,9;760;-200;940;-200;1049;873;7,1;63,6;0,6442;;
09/11/2004;01.00.00;-200;821;-200;3,7;696;-200;1032;-200;1013;783;7,2;62,2;0,6362;;
09/11/2004;02.00.00;-200;781;-200;2,9;645;-200;1088;-200;986;719;5,6;67,9;0,6247;;
09/11/2004;03.00.00;-200;741;-200;1,9;580;-200;1224;-200;952;660;5,1;68,7;0,6077;;
09/11/2004;04.00.00;-200;720;-200;1,4;540;-200;1296;-200;938;613;4,4;71,4;0,6024;;
09/11/2004;05.00.00;-200;733;-200;1,9;574;-200;1238;-200;964;627;4,1;73,1;0,6074;;
09/11/2004;06.00.00;-200;780;-200;3,2;666;-200;1099;-200;1003;697;3,2;76,8;0,5963;;
09/11/2004;07.00.00;-200;915;-200;7,4;873;-200;873;-200;1135;915;3,7;76,2;0,6137;;
09/11/2004;08.00.00;-200;1228;-200;22,4;1362;-200;575;-200;1543;1399;4,9;70,7;0,6193;;
09/11/2004;09.00.00;-200;1239;-200;22,8;1373;-200;550;-200;1593;1495;7,1;62,0;0,6265;;
09/11/2004;10.00.00;-200;1209;-200;18,5;1255;-200;588;-200;1447;1499;8,1;59,1;0,6397;;
09/11/2004;11.00.00;-200;1257;-200;20,4;1308;-200;548;-200;1466;1720;11,1;48,8;0,6430;;
09/11/2004;12.00.00;-200;1007;-200;10,6;1000;-200;727;-200;1197;1210;11,3;46,5;0,6194;;
09/11/2004;13.00.00;-200;1020;-200;11,8;1041;-200;733;-200;1245;1123;12,5;42,3;0,6104;;
09/11/2004;14.00.00;-200;1094;-200;14,8;1144;-200;669;-200;1327;1209;12,5;42,8;0,6177;;
09/11/2004;15.00.00;2,1;1045;-200;13,1;1087;-200;712;-200;1270;1144;12,6;42,4;0,6159;;
09/11/2004;16.00.00;1,5;909;-200;7,5;879;-200;874;-200;1083;847;13,8;40,7;0,6405;;
09/11/2004;17.00.00;1,6;1013;-200;8,1;905;-200;816;-200;1201;923;11,0;58,8;0,7705;;
09/11/2004;18.00.00;3,5;1236;-200;16,9;1206;-200;615;-200;1523;1166;8,3;76,5;0,8426;;
09/11/2004;19.00.00;4,6;1275;-200;19,9;1294;-200;570;-200;1605;1280;8,6;75,5;0,8469;;
09/11/2004;20.00.00;4,7;1237;-200;16,5;1194;-200;615;-200;1508;1193;8,8;76,6;0,8678;;
09/11/2004;21.00.00;3;1101;-200;9,6;963;-200;748;-200;1320;966;8,0;81,0;0,8714;;
09/11/2004;22.00.00;1,5;962;-200;5,3;778;-200;911;-200;1162;752;7,3;85,7;0,8818;;
09/11/2004;23.00.00;0,9;841;-200;3,5;680;-200;1052;-200;1067;594;6,5;85,6;0,8353;;
10/11/2004;00.00.00;0,8;831;-200;2,5;620;-200;1164;-200;1039;545;6,5;83,5;0,8116;;
10/11/2004;01.00.00;0,7;843;-200;2,5;622;-200;1146;-200;1060;555;6,9;82,3;0,8244;;
10/11/2004;02.00.00;0,6;798;-200;2,2;600;-200;1151;-200;1049;543;7,3;78,1;0,8041;;
10/11/2004;03.00.00;0,3;730;-200;0,8;477;-200;1433;-200;950;420;7,9;68,0;0,7265;;
10/11/2004;04.00.00;0,2;715;-200;0,5;445;32;1601;29;925;373;8,0;64,5;0,6950;;
10/11/2004;05.00.00;0,2;726;-200;0,5;443;29;1663;26;942;363;8,1;68,6;0,7409;;
10/11/2004;06.00.00;0,3;771;-200;0,9;490;48;1419;39;990;411;6,3;84,8;0,8148;;
10/11/2004;07.00.00;0,5;805;-200;1,6;555;113;1255;72;1019;496;6,7;79,8;0,7872;;
10/11/2004;08.00.00;1,4;958;-200;5,8;803;267;910;128;1172;738;7,1;77,9;0,7914;;
10/11/2004;09.00.00;2;1021;-200;9,5;959;332;760;149;1297;910;7,9;73,5;0,7883;;
10/11/2004;10.00.00;1,6;969;-200;6,7;843;354;857;165;1213;821;6,9;86,0;0,8632;;
10/11/2004;11.00.00;1,3;923;-200;4,4;733;316;962;150;1124;740;6,8;87,1;0,8652;;
10/11/2004;12.00.00;1,4;973;-200;6,8;850;395;868;165;1213;852;8,0;81,6;0,8755;;
10/11/2004;13.00.00;1,9;996;-200;7,8;893;391;808;175;1237;895;9,5;70,0;0,8296;;
10/11/2004;14.00.00;2,7;1055;-200;10,8;1007;457;736;145;1301;1019;10,5;62,2;0,7923;;
10/11/2004;15.00.00;2,1;1023;-200;9,8;971;448;752;98;1283;993;11,4;59,1;0,7963;;
10/11/2004;16.00.00;2,4;1039;-200;11,3;1024;543;721;105;1325;1043;11,1;58,6;0,7737;;
10/11/2004;17.00.00;2,7;1051;-200;12,3;1061;574;696;106;1333;1111;10,8;57,6;0,7473;;
10/11/2004;18.00.00;2,5;1050;-200;12,6;1070;435;699;141;1334;1087;10,6;56,9;0,7281;;
10/11/2004;19.00.00;3,7;1156;-200;17,0;1209;504;614;177;1467;1250;10,6;59,3;0,7588;;
10/11/2004;20.00.00;4,6;1277;-200;21,4;1335;586;551;182;1636;1331;10,0;71,5;0,8768;;
10/11/2004;21.00.00;3,9;1172;-200;15,3;1159;580;621;193;1461;1243;10,3;71,1;0,8878;;
10/11/2004;22.00.00;2,2;1048;-200;9,9;973;346;731;148;1298;1074;10,5;70,3;0,8930;;
10/11/2004;23.00.00;2,7;1144;-200;13,4;1096;531;643;167;1394;1258;10,2;71,3;0,8859;;
11/11/2004;00.00.00;2,6;1104;-200;11,2;1023;477;677;158;1314;1189;9,7;73,1;0,8787;;
11/11/2004;01.00.00;2,1;1038;-200;9,4;957;344;713;132;1271;1092;9,3;73,5;0,8651;;
11/11/2004;02.00.00;1,4;960;-200;6,6;838;219;797;97;1189;996;9,2;73,9;0,8616;;
11/11/2004;03.00.00;1,2;934;-200;5,5;787;-200;822;-200;1147;974;8,1;78,1;0,8452;;
11/11/2004;04.00.00;1,1;930;-200;5,4;784;174;850;74;1151;902;7,6;81,2;0,8483;;
11/11/2004;05.00.00;1,1;918;-200;5,3;778;165;864;68;1136;859;7,5;81,5;0,8495;;
